C.D.S.  -  SIMBAD4 rel 1.7  -  2020.10.15CEST22:17:00

spstring~'G' & nbref>=30
------------------------

Number of objects : 3976

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type      |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------------|----|----
2274|HD 109098                          |*  |12 32 04.4496463245 -01 46 20.487088885|     ~| 7.94 | 7.31 |     ~|     ~|G3/5V                |  36|   0
2275|HD 108081                          |** |12 24 58.9440788693 -04 13 32.344289833|     ~| 8.78 | 8.10 |     ~|     ~|G5V                  |  34|   0
2276|HD 108361                          |** |12 27 00.77661 -03 32 05.6972          |     ~| 9.09 | 8.43 |     ~|     ~|G6V                  |  33|   0
2277|HD 108754                          |SB*|12 29 42.7346214444 -03 19 58.687651080| 9.92 | 9.74 | 9.03 |     ~|     ~|G6V                  | 121|   0
2278|HD 108510                          |PM*|12 27 55.4886304951 -08 40 40.784329085|     ~| 7.33 | 6.74 |     ~|     ~|G1V_Fe-0.7           |  57|   0
2279|HD 109271                          |PM*|12 33 35.5542946575 -11 37 18.727152302|     ~| 8.71 | 8.05 |     ~|     ~|G3/5V                |  40|   1
2280|HD 108799                          |** |12 30 04.77431 -13 23 35.4605          |     ~| 9.14 | 8.69 | 7.49 |     ~|G1/2V                | 109|   0
2281|HD 109272                          |SB*|12 33 34.2587770582 -12 49 48.730114975|     ~| 6.437| 5.582|     ~|     ~|G8III/IV             |  47|   0
2282|HD 108523                          |PM*|12 28 04.0600359796 -15 39 07.604018492|     ~| 9.02 | 8.30 |     ~|     ~|G6V                  |  30|   0
2283|HD 107692                          |PM*|12 22 44.8074251647 -39 10 39.653226224|     ~| 7.35 | 6.71 |     ~|     ~|G1.5V                |  48|   0
2284|HD 108063                          |PM*|12 25 08.5177789047 -42 30 51.524083666|     ~| 6.749| 6.094|     ~|     ~|G5III+F/G            |  48|   0
2285|HD 110314                          |SB*|12 40 50.0980475070 +40 31 17.410712189|     ~| 8.92 |     ~| 7.8  |     ~|G6                   |  36|   0
2286|V* RZ Com                          |EB*|12 35 05.0595716847 +23 20 14.030368274|     ~|11.09 |10.57 |     ~|     ~|G0Vn                 | 177|   0
2287|* 26 Com                           |SB*|12 39 07.3035758513 +21 03 45.302728044|     ~| 6.46 | 5.49 |     ~|     ~|G9IIIb               |  56|   0
2288|HD 109628                          |** |12 35 57.66020 +11 24 19.5581          |     ~|     ~|     ~|     ~|     ~|G2V                  |  31|   0
2289|BD+13 2567                         |** |12 39 59.3743409679 +12 38 32.073430514|     ~|10.46 |     ~| 9.4  |     ~|G5                   |  53|   0
2290|HD 109684                          |*  |12 36 28.4428924820 +10 43 47.411051389|     ~| 9.28 | 8.73 |     ~|     ~|G0                   |  32|   0
2291|HD 110646                          |PM*|12 43 38.0500984646 -01 34 37.186003443|     ~| 6.771| 5.918|     ~|     ~|G8III                |  52|   0
2292|HD 110537                          |PM*|12 42 59.3251300046 -04 02 57.596129000|     ~| 8.51 | 7.83 |     ~|     ~|G6/8V                |  68|   0
2293|HD 109570                          |PM*|12 35 49.1418581677 -20 27 57.115743534|     ~| 8.75 | 8.04 |     ~|     ~|G6.5V                |  30|   0
2294|HD 109310                          |PM*|12 33 49.0623478281 -23 30 56.697242146|     ~| 8.90 | 8.35 |     ~|     ~|G1V                  |  32|   0
2295|* bet Crv                          |PM*|12 34 23.2348393 -23 23 48.337453      | 4.17 | 3.52 | 2.64 | 2.03 | 1.59 |G5IIBa0.3            | 241|   0
2296|HD 110668                          |PM*|12 43 58.3622857982 -35 07 23.193345394|     ~| 8.95 | 8.28 |     ~|     ~|G3/5V                |  36|   0
2297|HD 110619                          |PM*|12 43 42.7237856139 -37 42 29.319506013|     ~| 8.19 | 7.52 |     ~|     ~|G5V                  |  68|   0
2298|HD 109749                          |PM*|12 37 16.3786075146 -40 48 43.624370244|     ~| 8.864| 8.208| 8.96 |     ~|G3V                  |  75|   1
2299|HD 110930                          |*  |12 45 20.1910817713 +28 40 56.108811994|     ~|10.61 | 9.8  |     ~|     ~|G6III                |  30|   0
2300|HD 112257                          |PM*|12 55 08.2641341225 +27 45 58.894837879| 8.70 | 8.46 | 7.79 |     ~|     ~|G6V                  |  60|   0
2301|* 31 Com                           |Ro*|12 51 41.9190038520 +27 32 26.568320838| 5.81 | 5.61 | 4.94 | 4.39 | 4.04 |G0IIIp               | 411|   1
2302|HD 111367                          |PM*|12 48 34.0809371256 +26 35 49.280406806|     ~| 9.41 |     ~| 8.4  |     ~|G1V                  |  34|   0
2303|HD 112001                          |PM*|12 53 01.5448248721 +26 47 39.214982472| 8.48 | 8.31 |     ~| 7.3  |     ~|G0IV                 |  33|   0
2304|HD 111395                          |BY*|12 48 47.0482457374 +24 50 24.820252955|     ~| 6.98 |     ~| 5.8  |     ~|G5V                  | 164|   0
2305|PN LoTr 5                          |PN |12 55 33.7461986779 +25 53 30.561300806|     ~| 9.72 | 8.88 |     ~|     ~|G5III-IV             | 195|   0
2306|HD 111154                          |*  |12 47 06.7305393127 +22 37 00.582889217|     ~| 8.96 | 8.40 |     ~|     ~|G0V                  |  35|   0
2307|* 35 Com                           |SB*|12 53 17.74703 +21 14 41.8092          |     ~| 5.80 | 4.91 |     ~|     ~|G7III+F:             | 165|   0
2308|HD 112060                          |PM*|12 53 32.1065327308 +19 28 51.825219257|     ~| 7.18 |     ~| 5.9  |     ~|G9V                  |  32|   0
2309|HD 111398                          |PM*|12 48 52.4213977550 +12 05 46.945988607|     ~| 7.73 |     ~| 6.7  |     ~|G5V                  |  57|   0
2310|* 33 Vir                           |PM*|12 46 22.5451134510 +09 32 22.866790905|     ~| 6.66 |     ~| 5.1  |     ~|G9                   | 123|   0
2311|HD 110898                          |PM*|12 45 23.2658558363 +04 21 35.845761579|     ~|10.11 |     ~| 9.3  |     ~|G3V                  |  36|   0
2312|HD 111515                          |PM*|12 49 44.8285420006 +01 11 16.938721877|     ~| 8.86 |     ~| 7.7  |     ~|G6/8V                | 117|   0
2313|V* IM Vir                          |Al*|12 49 38.6983641947 -06 04 44.864909873|     ~|10.34 | 9.69 |     ~| 8.834|G5/6V                |  66|   0
2314|HD 110979                          |** |12 46 01.1730529684 -09 18 48.287203137|     ~| 8.74 | 8.05 |     ~|     ~|G3V                  |  32|   0
2315|HD 111031                          |PM*|12 46 30.8422348428 -11 48 44.789027716|     ~| 7.57 | 6.87 |     ~|     ~|G5V                  |  78|   1
2316|HD 111721                          |PM*|12 51 25.1948813622 -13 29 28.166794065|     ~| 8.78 | 7.97 |     ~|     ~|G6V                  | 145|   0
2317|PN A66 35                          |PN |12 53 32.7840615552 -22 52 22.614854036|     ~|10.52 | 9.69 |     ~|     ~|G8III-IV+DAO         | 179|   1
2318|HD 111564                          |PM*|12 50 20.1844850635 -30 34 37.518712837|     ~| 8.22 | 7.61 |     ~|     ~|G0V                  |  53|   0
2319|HD 112733                          |PM*|12 58 31.9699437275 +38 16 43.559576553|     ~| 9.41 | 8.63 |     ~|     ~|G5V                  |  38|   0
2320|BD+39 2587                         |PM*|12 58 35.0001728683 +38 16 48.454749924|     ~|10.18 | 9.31 |     ~|     ~|G6V                  |  31|   0
2321|HD 113319                          |PM*|13 02 33.4584600184 +32 25 59.709477648|     ~| 8.14 |     ~| 7.1  |     ~|G4V                  |  42|   0
2322|* 37 Com                           |RS*|13 00 16.4672517487 +30 47 06.064425348|     ~| 6.02 | 4.88 |     ~|     ~|G9IIICH-2CN-1        | 150|   0
2323|HD 112753                          |** |12 58 40.89385 +27 28 28.6205          |     ~| 8.62 | 7.96 | 8.59 |     ~|G5V                  |  37|   0
2324|HD 112735                          |PM*|12 58 40.9301295288 +22 02 34.381131021|     ~| 7.79 |     ~| 6.8  |     ~|G0                   |  32|   0
2325|HD 112573                          |SB*|12 57 31.9632400820 +18 41 36.400667524|     ~| 9.66 |     ~| 8.6  |     ~|G7V                  |  33|   0
2326|HD 112573B                         |PM*|12 57 28.1263210426 +18 40 35.216253019|     ~|10.52 |     ~| 9.3  |     ~|G6V                  |  32|   0
2327|* 38 Com                           |*  |13 01 09.6154490505 +17 07 23.327431319|     ~| 6.90 | 5.93 |     ~|     ~|G9III                |  36|   0
2328|HD 113893                          |SB*|13 06 35.7165855000 +11 02 40.252488043|     ~| 9.15 |     ~| 8.1  |     ~|G0                   |  32|   0
2329|* eps Vir                          |PM*|13 02 10.5978496 +10 57 32.941443      | 4.45 | 3.71 | 2.79 | 2.16 | 1.71 |G8III-IIIb           | 517|   0
2330|BD+10 2495                         |Pe*|12 59 19.9306193437 +09 14 35.638418393|     ~|10.44 | 9.73 |     ~|     ~|G0                   |  66|   0
2331|HD 112756                          |PM*|12 58 55.1194572429 +05 06 23.310576028|     ~| 8.64 | 8.13 |     ~|     ~|G0                   |  34|   0
2332|Ross 974                           |PM*|13 02 01.5798523461 -02 05 21.966647723|     ~|13.522|12.813|12.347|11.901|G5                   |  53|   0
2333|HD 113101                          |PM*|13 01 19.5010015553 -08 26 25.373791424|     ~| 9.76 | 9.02 |     ~|     ~|G6V                  |  56|   0
2334|HD 112758                          |SB*|12 59 01.5631121408 -09 50 02.648158707| 8.737| 8.384| 7.588| 7.163| 6.729|G9V                  | 160|   1
2335|HD 113083                          |PM*|13 01 26.2705714279 -27 22 28.311075823|     ~| 8.58 | 8.05 |     ~|     ~|G1V                  |  92|   0
2336|HD 113679                          |PM*|13 05 52.8243888123 -38 30 59.990798799|     ~|10.342| 9.797|     ~|     ~|G2/3V                |  81|   0
2337|HD 115004                          |PM*|13 13 42.9421158340 +40 09 10.377447760|     ~| 5.99 | 4.94 |     ~|     ~|G8.5IIICN0.5         |  85|   0
2338|HD 115444                          |Pe*|13 16 42.4591800169 +36 22 52.695481224|     ~| 9.77 | 8.97 | 8.3  | 7.88 |G9V                  | 225|   0
2339|HD 115349                          |PM*|13 16 11.2503286302 +35 53 09.130778079|     ~| 8.96 |     ~| 7.8  |     ~|G5V                  |  44|   0
2340|V* RS CVn                          |Al*|13 10 36.9078781154 +35 56 05.587686902| 8.57 | 8.51 | 7.93 | 7.7  |     ~|F6IV+G8IV            | 684|   0
2341|HD 114172                          |PM*|13 08 38.6740588098 +29 22 59.557750013|     ~| 9.18 |     ~| 8.1  |     ~|G0V                  |  39|   0
2342|HD 114060                          |PM*|13 07 39.7080385307 +24 00 35.323879838|     ~| 8.84 |     ~| 7.7  |     ~|G9V                  |  43|   0
2343|HD 114255                          |** |13 09 08.5247640315 +21 27 21.707874370|     ~| 8.95 | 8.33 |     ~|     ~|G3V                  |  45|   1
2344|BD+19 2646                         |PM*|13 11 48.3116659724 +18 22 44.841276120|     ~|10.53 |     ~| 9.4  |     ~|G1                   |  50|   0
2345|HD 114762                          |SB*|13 12 19.7467346230 +17 31 01.611425890| 7.78 |     ~|     ~|     ~|     ~|F9VgF8mF4+M6?V       | 511|   1
2346|HD 115539                          |PM*|13 17 37.9516424890 +13 45 49.829626644| 8.810| 8.180| 7.240|     ~|     ~|G8III-IV             |  44|   0
2347|HD 115382                          |PM*|13 16 48.3684473903 +12 24 55.552125011|     ~| 9.02 |     ~| 8.0  |     ~|G5                   |  35|   0
2348|HD 114606                          |PM*|13 11 21.4029562561 +09 37 33.539749216| 9.41 | 9.34 | 8.72 | 8.18 | 7.81 |G4                   | 113|   0
2349|HD 115231                          |PM*|13 15 36.9677847869 +09 00 57.705796967|     ~| 9.14 |     ~| 8.0  |     ~|G9                   |  48|   0
2350|* e Vir                            |PM*|13 16 46.5161591991 +09 25 26.967205938|     ~| 5.81 |     ~| 4.8  |     ~|G0V                  | 504|   1
2351|HD 114174                          |** |13 08 51.0231461021 +05 12 26.064930541|     ~| 7.47 |     ~| 6.3  |     ~|G3IV+D               | 143|   0
2352|HD 114094                          |PM*|13 08 13.1561474879 +03 46 36.574528378|     ~|10.38 |     ~| 9.3  |     ~|G8V                  |  65|   0
2353|HD 114095                          |PM*|13 08 25.7889576933 -07 18 30.456099608|     ~| 9.611| 9.008|     ~|     ~|G8V                  |  57|   0
2354|HD 115341                          |*  |13 16 40.0709672831 -05 34 24.608685870|     ~| 8.43 | 7.83 |     ~|     ~|G1V                  |  33|   0
2355|HD 115080                          |** |13 14 55.72240 -11 22 09.9069          |     ~| 7.73 | 7.04 |     ~|     ~|G1.5V                |  42|   0
2356|HD 115589                          |PM*|13 18 13.5357993607 -14 34 55.560261123|     ~|10.47 | 9.58 |     ~|     ~|G8IV                 |  42|   0
2357|* 61 Vir                           |PM*|13 18 24.3142756 -18 18 40.304648      | 5.710| 5.440| 4.740|     ~|     ~|G6.5V                | 595|   1
2358|* 55 Vir                           |PM*|13 14 10.8958308888 -19 55 51.410166108|     ~| 6.20 | 5.33 |     ~|     ~|G7IV                 | 111|   0
2359|HD 114260                          |SB*|13 09 42.5530557642 -22 11 33.183922595|     ~| 8.10 | 7.37 | 6.88 | 9.329|G8V                  |  74|   0
2360|HD 114729                          |PM*|13 12 44.2594905817 -31 52 24.057468040|     ~| 7.31 | 6.69 |     ~|     ~|G0V                  | 157|   1
2361|HD 115311                          |** |13 16 53.55517 -34 35 54.3830          |     ~| 8.800| 8.06 |     ~|     ~|G5V                  |  34|   0
2362|HD 114613                          |PM*|13 12 03.1833193234 -37 48 10.879261160| 5.86 | 5.55 | 4.85 | 4.28 | 3.92 |G3V                  | 165|   0
2363|HD 115968                          |SB*|13 20 01.5176823028 +38 09 33.208804694|     ~| 8.74 |     ~| 7.6  |     ~|G9V                  |  43|   0
2364|HD 117243                          |PM*|13 28 39.2925467570 +28 26 54.924720171|     ~|     ~|     ~| 7.9  |     ~|G5III                |  34|   0
2365|* 70 Vir                           |PM*|13 28 25.8081883620 +13 46 43.642951116| 5.930| 5.680| 4.970| 4.37 | 3.98 |G4Va                 | 671|   1
2366|BD+07 2634                         |SB*|13 19 55.3566572960 +06 51 26.857860857|     ~|10.42 |     ~| 9.4  |     ~|G0                   |  34|   0
2367|HD 116442                          |PM*|13 23 39.1537725393 +02 43 23.978332588|     ~| 7.83 |     ~| 6.5  |     ~|G9V                  |  91|   0
2368|HD 116444                          |** |13 23 43.1640152 -00 43 09.044867      |     ~| 9.68 | 9.20 | 9.44 |     ~|G2/3V                |  31|   0
2369|HD 117126                          |SB*|13 28 18.7098973401 -00 50 24.697923338|     ~| 8.08 | 7.44 |     ~|     ~|G3/5V                |  78|   0
2370|HD 116410                          |PM*|13 23 41.2167755235 -15 07 04.871302174|     ~| 8.82 | 8.15 |     ~|     ~|G3V                  |  35|   0
2371|HD 116259                          |PM*|13 22 43.6063059050 -18 01 51.250108783|     ~| 8.80 | 8.07 |     ~|     ~|G5/6V                |  40|   0
2372|* gam Hya                          |SB*|13 18 55.2971856 -23 10 17.451401      | 4.58 | 3.92 | 3.00 | 2.40 | 1.93 |G8IIIa               | 162|   0
2373|HD 117207                          |PM*|13 29 21.1129830405 -35 34 15.586278234|     ~| 7.98 | 7.25 |     ~|     ~|G7IV-V               | 105|   1
2374|HD 117220                          |PM*|13 29 35.5671744235 -37 33 35.815376744|     ~| 9.83 | 9.04 |     ~|     ~|G5w                  |  36|   0
2375|HD 118742                          |** |13 38 01.95361 +39 10 41.0960          |     ~| 8.68 | 7.91 | 8.42 |     ~|G9                   |  57|   0
2376|HD 117846                          |** |13 32 22.00768 +36 49 05.4205          |     ~| 7.58 | 6.82 |     ~|     ~|G3III-IV             |  31|   1
2377|HD 117858                          |PM*|13 32 30.9718568183 +36 02 06.456921789|     ~| 8.54 |     ~| 7.6  |     ~|G0                   |  49|   0
2378|HD 118914                          |*  |13 39 21.2294573900 +31 46 26.984531234|     ~| 9.49 | 8.83 |     ~|     ~|G0                   |  33|   0
2379|HD 119035                          |PM*|13 40 15.5779558362 +31 00 43.328601359|     ~| 7.17 | 6.20 |     ~|     ~|G8II-III             |  32|   0
2380|HD 118576                          |PM*|13 37 12.3606467086 +30 05 06.563161712|     ~| 9.96 |     ~| 8.9  |     ~|G5V                  |  31|   0
2381|HD 117998                          |** |13 33 33.76577 +29 44 16.9168          |     ~| 9.17 | 8.83 | 8.82 |     ~|G0                   |  36|   0
2382|V* FK Com                          |Ro*|13 30 46.7993742986 +24 13 57.786184235|     ~| 9.04 | 8.245|     ~| 7.204|G4III                | 348|   1
2383|HD 117876                          |PM*|13 32 48.2136252807 +24 20 48.279125064|     ~| 7.09 | 6.10 | 5.5  |     ~|G8II-III             | 115|   0
2384|HD 118659                          |PM*|13 38 00.4712954269 +19 08 53.098367002| 9.58 | 9.47 |     ~| 8.4  |     ~|G4V                  |  80|   0
