C.D.S.  -  SIMBAD4 rel 1.7  -  2020.10.16CEST00:02:29

spstring~'M' & nbref>=30
------------------------

Number of objects : 3588

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |      spec. type      |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|----------------------|----|----
1716|G 29-73                            |** |23 50 36.1608025871 +09 56 53.524214767|     ~|13.046|11.797|11.167|     ~|M3V                   |  33|   0
1717|G 29-69                            |Er*|23 49 15.0209085271 +10 05 38.772841417|     ~|15.1  |     ~|13.230|     ~|M3V                   |  32|   0
1718|* 80 Peg                           |LP?|23 51 21.2500979750 +09 18 48.079751073|     ~| 7.404| 5.780|     ~|     ~|M3III                 |  31|   0
1719|GJ 16                              |*  |00 18 16.5899263489 +10 12 10.038660333|13.572|12.39 |10.864| 9.869| 8.738|M1V                   |  46|   0
1720|V* BK Psc                          |RS*|00 39 42.1677083682 +10 39 13.676526271|     ~|11.73 |10.488|10.038| 8.933|K5V+M3V               |  49|   0
1721|V* S Psc                           |Mi*|01 17 34.5473374757 +08 55 52.684365804|     ~|11.40 | 8.20 |     ~|     ~|M5+-7e                |  58|   0
1722|Wolf 66                            |** |01 25 36.662208 +09 45 24.41808        |     ~|14.84 |     ~|12.77 |     ~|M3.5Ve                |  30|   0
1723|V* BX Cet                          |BY*|02 36 15.2666844128 +06 52 17.924295081|     ~|13.28 |     ~|11.405|     ~|M3.5V                 | 155|   1
1724|V* UU Peg                          |Mi*|21 31 04.1510553195 +11 09 13.698058625|     ~|13.28 |11.69 |     ~|     ~|M7e                   |  61|   0
1725|G 29-35                            |PM*|23 26 32.5001867954 +12 09 33.657240722|     ~|14.0  |     ~|12.333|     ~|M2.5Ve                |  30|   0
1726|G 32-5                             |PM*|00 15 49.2423890520 +13 33 22.318401892|     ~|14.0  |12.600|12.296|10.04 |M4V                   |  54|   0
1727|IRC +10011                         |OH*|01 06 25.9889735162 +12 35 52.890666456|     ~|20.7  |     ~|18.26 |14.01 |M8                    | 402|   0
1728|V* U Psc                           |Mi*|01 22 58.4784721885 +12 52 03.889871826|     ~|11.5  |10.30 |     ~|     ~|M4e                   |  34|   0
1729|LP 469-67                          |LM*|02 02 16.2424149421 +10 20 13.953769861|     ~|     ~|     ~|15.711|     ~|M5.5V                 |  45|   0
1730|HD 15164                           |*  |02 26 48.2860668697 +10 34 57.589689596|     ~| 8.58 | 8.27 |     ~|     ~|F1VkA7mA6_(lB)?       |  31|   0
1731|BD+11 4571                         |** |21 29 07.03863 +12 10 58.8101          |     ~|12.24 |     ~|10.8  |     ~|M0V                   |  42|   0
1732|V* TU Peg                          |Mi*|21 45 04.5997328893 +12 41 54.985695810|     ~|11.35 | 8.20 |     ~|     ~|M7-8e                 |  63|   0
1733|V* AG Peg                          |Sy*|21 51 01.9733955799 +12 37 32.124041390|     ~| 6.76 | 6.00 |     ~|     ~|M3IIIe                | 491|   0
1734|V* T Peg                           |Mi*|22 08 54.2875342594 +12 32 24.184536606|     ~|     ~| 8.40 |     ~|     ~|M6-7e                 |  34|   0
1735|V* RS Peg                          |Mi*|22 12 16.1809999602 +14 33 12.255725553|     ~|12.10 | 8.20 |12.51 |     ~|M6e                   |  59|   0
1736|V* RW Peg                          |Mi*|23 04 11.4949909925 +15 18 12.015868487|     ~|15.80 |14.46 |13.19 |     ~|K3-M6                 |  36|   0
1737|* 57 Psc                           |LP*|00 46 32.9513760419 +15 28 31.830279739| 8.79 | 7.03 | 5.38 |     ~|     ~|M4III                 |  71|   0
1738|LP 467-16                          |** |01 11 25.422648 +15 26 21.51204        |     ~|16.19 |14.43 |14.07 |11.03 |M5.93                 |  69|   0
1739|V* TZ Ari                          |Er*|02 00 12.9561933930 +13 03 07.021294655|15.406|14.100|12.298|10.943| 9.195|M4.5V                 | 240|   0
1740|HD 12479                           |*  |02 02 35.0754358736 +13 28 36.161564107| 9.36 | 7.53 | 5.94 |     ~|     ~|M2III                 |  51|   0
1741|G 3-35                             |SB*|02 02 44.3512930740 +13 34 33.424567872|     ~|15.6  |     ~|14.460|     ~|M5V                   |  37|   0
1742|V* S Ari                           |Mi*|02 04 37.6680683885 +12 31 36.583908387|     ~|     ~| 9.80 |     ~|     ~|M4-5e                 |  34|   0
1743|PG 0205+134                        |XB*|02 08 03.497520 +13 36 24.91632        |     ~|14.80 |15.09 |14.64 |     ~|DA1+dM                |  34|   0
1744|LP 469-206                         |Er*|02 16 29.8517763430 +13 35 12.796424205|     ~|17.77 |     ~|15.635|     ~|M5.0Ve                |  45|   0
1745|MCC 401                            |PM*|02 44 21.3730232185 +10 57 41.083454127|     ~|12.38 |11.10 |10.19 |     ~|M0Ve                  |  39|   0
1746|V* RU Ari                          |OH*|02 44 45.5099323327 +12 19 02.893971969|     ~|16.01 |14.39 |12.75 |     ~|M10                   |  49|   0
1747|Ross 791                           |PM*|02 57 31.0532843760 +10 47 24.572270199|     ~|14.66 |13.037|12.702|     ~|M4V                   |  38|   0
1748|V* R Equ                           |Mi*|21 13 11.4904708039 +12 48 06.170420496|     ~|16.02 |14.61 | 8.76 |     ~|M4e                   |  31|   0
1749|V* X Peg                           |Mi*|21 20 59.8443412476 +14 27 00.518884601|     ~|11.58 | 8.80 |     ~|     ~|M2.5-5e               |  42|   0
1750|Ross 265                           |** |22 01 49.04542 +16 28 02.8446          |13.378|12.175|10.653| 9.61 | 8.334|M2.5Ve                |  60|   0
1751|G 67-15                            |PM*|22 42 38.75450 +17 40 09.2511          |14.201|13.172|11.704|10.654| 9.354|M2.5Ve                |  44|   0
1752|HD 216899                          |PM*|22 56 34.8047291749 +16 33 12.353727149|11.323|10.143| 8.638| 7.657| 6.542|M1.5Ve                | 235|   0
1753|V* IP Peg                          |DN*|23 23 08.5362716048 +18 24 59.206210572|     ~|     ~|     ~|     ~|     ~|M2                    | 360|   0
1754|* phi Peg                          |LP*|23 52 29.2879094272 +19 07 13.015696522| 8.54 | 6.68 | 5.08 |     ~|     ~|M2III                 |  58|   0
1755|* 47 Psc                           |LP*|00 28 02.9123161359 +17 53 35.243795107| 8.53 | 6.71 | 5.06 | 3.32 | 1.78 |M3III                 |  94|   0
1756|Wolf 1530                          |PM*|01 44 58.4493033262 +16 20 39.240245968|     ~|15.76 |14.12 |13.75 |     ~|M4V                   |  37|   0
1757|* 19 Ari                           |PM*|02 13 03.3043219962 +15 16 47.511166052| 9.20 | 7.25 | 5.70 | 4.48 | 3.50 |M0III                 |  69|   0
1758|LP 469-118                         |Er*|02 08 12.41 +15 08 44.3                |     ~|     ~|     ~|     ~|     ~|M5Ve+M4Ve             |  30|   0
1759|HD 200430                          |V* |21 03 01.7950657091 +14 43 48.087001042|     ~| 7.980| 6.329|     ~|     ~|M1III                 |  30|   0
1760|Ross 775                           |PM*|21 29 36.8120053711 +17 38 35.859512400|13.177|11.928|10.303| 9.163| 7.709|M3.0Ve                | 118|   0
1761|Ross 271                           |PM*|22 11 30.0939588447 +18 25 34.302018675|12.852|11.737|10.232| 9.204| 7.965|M2V                   |  84|   0
1762|G 127-35                           |PM*|22 28 45.9377644155 +18 55 54.108493792|13.447|12.203|10.738| 9.819| 8.879|M1V                   |  38|   0
1763|BD+18 5029                         |PM*|22 41 35.0151717013 +18 49 27.335539902|     ~|     ~|     ~|10.272|     ~|M0V                   |  31|   0
1764|2MASS J22443167+2043433            |BD*|22 44 31.67376 +20 43 43.3020          |     ~|     ~|     ~|     ~|     ~|L6-L8gamma            |  74|   0
1765|HD 218396                          |El*|23 07 28.7156905667 +21 08 03.302133882|     ~| 6.21 | 5.953|     ~|     ~|F0+VkA5mA5            | 907|   0
1766|V* V405 Peg                        |DN*|23 09 49.1426536138 +21 35 17.176816858|     ~|16.68 |16.19 |16.02 |     ~|?+M3/4.5e             |  31|   1
1767|MCC 860                            |** |23 16 39.72073 +19 37 17.1038          |     ~|12.62 |     ~|10.648|     ~|M2V                   |  47|   0
1768|G 68-5                             |Er*|23 17 28.1480221440 +19 36 47.081060154|     ~|13.69 |     ~|11.627|     ~|M2V                   |  51|   0
1769|BD+19 5116                         |** |23 31 52.17898 +19 56 14.1505          |12.737|11.749|10.165| 8.982| 7.446|M4+M5                 | 421|   0
1770|BD+19 5116B                        |Er*|23 31 52.5741250923 +19 56 14.004074575|     ~|14.8  |     ~|12.165|     ~|M4.0Ve                | 174|   0
1771|G 131-26                           |Er*|00 08 53.9201067097 +20 50 25.593272581|     ~|15.17 |13.52 |12.19 |10.50 |M5V                   |  40|   0
1772|G 32-7                             |PM*|00 16 16.1530833228 +19 51 50.471455734|     ~|14.82 |     ~|12.904|     ~|M4.0V                 |  50|   0
1773|G 32-6                             |BY*|00 16 14.6266196294 +19 51 37.531717628|     ~|13.81 |12.145|11.899|     ~|M4.0V                 |  52|   0
1774|* chi Peg                          |PM*|00 14 36.1645107 +20 12 24.120523      | 8.280| 6.380| 4.800| 3.45 | 2.32 |M2+III                | 179|   0
1775|LP 349-25                          |LM*|00 27 55.98816 +22 19 32.8008          |     ~|18.6  |     ~|16.0  |     ~|M8Ve                  |  62|   0
1776|G 33-35                            |** |01 03 14.15642 +20 05 52.2448          |14.17 |12.955|11.358|10.286| 8.967|M3V                   |  43|   0
1777|HD 9640                            |PM*|01 34 49.0655505966 +18 27 37.851908279|     ~| 7.435| 5.903|     ~|     ~|M2III                 |  33|   0
1778|V* SV Psc                          |LP*|01 46 35.3431764434 +19 05 04.552414389|     ~|10.02 | 8.773| 8.41 |     ~|M5                    |  41|   0
1779|G 35-35                            |PM*|02 14 59.8133753828 +17 25 08.375019300|     ~|16.01 |     ~|14.241|     ~|M4V                   |  30|   0
1780|V* IK Peg                          |dS*|21 26 26.6606623779 +19 22 32.316865675|     ~| 6.294| 6.064|     ~|     ~|kA6hA9mF0+DA          | 167|   0
1781|* 71 Peg                           |LP?|23 33 28.0940286 +22 29 55.594557      |     ~| 6.90 | 5.42 |     ~|     ~|M5III                 |  57|   0
1782|HD 224303                          |V* |23 56 41.5016785178 +22 38 53.129358945|     ~| 7.764| 6.166|     ~|     ~|M2III                 |  32|   0
1783|G 129-47                           |PM*|23 57 44.1474217386 +23 18 16.607777075|     ~|13.23 |11.70 |11.39 |     ~|M3V                   |  31|   0
1784|G 68-46                            |PM*|23 51 22.2965316933 +23 44 20.580772901|     ~|15.33 |     ~|13.895|     ~|M4.0V                 |  39|   0
1785|* psi Peg                          |** |23 57 45.5268071 +25 08 29.047968      | 7.91 | 6.25 | 4.66 | 3.20 | 1.86 |M3III                 | 118|   0
1786|HD 3883                            |** |00 41 36.0369780076 +24 37 44.432978078|     ~| 6.333| 6.046|     ~|     ~|kA5hF1mF2             | 113|   0
1787|HD 5316                            |V* |00 55 14.6736420889 +24 33 25.432409404|     ~| 7.770| 6.240|     ~|     ~|M4III                 |  43|   0
1788|HD 6660B                           |PM*|01 07 38.5333790402 +22 57 20.722795290|     ~|15.6  |13.60 |14.21 |     ~|M3.5Ve                |  35|   0
1789|V* X Psc                           |Mi*|01 12 07.8100902551 +22 13 24.393985596|     ~|     ~|     ~|     ~|     ~|M5-6e                 |  31|   0
1790|* bet Ari                          |SB*|01 54 38.41099 +20 48 28.9133          | 2.88 | 2.78 | 2.65 | 2.51 | 2.43 |kA4hA5mA5Va           | 397|   0
1791|* 15 Ari                           |LP*|02 10 37.5971025341 +19 30 01.206684019|     ~| 7.309| 5.688|     ~|     ~|M3-IIIab              |  65|   0
1792|V* T Ari                           |Mi*|02 48 19.7408549883 +17 30 33.790760906|     ~|10.29 | 7.50 |     ~|     ~|M6-8+e                | 109|   0
1793|* rho02 Ari                        |LP*|02 55 48.4979998 +18 19 53.902936      | 8.56 | 7.44 | 5.93 | 3.51 | 1.34 |M6-III:               | 213|   0
1794|NAME Teegarden's Star              |LM*|02 53 00.8913291021 +16 52 52.642086267|     ~|17.21 |     ~|14.1  |     ~|dM6                   | 110|   0
1795|HD 200044                          |PM*|21 00 27.6882037877 +19 19 46.477206314|     ~| 7.265| 5.702|     ~|     ~|M3III                 |  36|   0
1796|V* NV Peg                          |LP*|21 28 59.7714995297 +22 10 45.980028656|     ~| 7.31 | 5.95 |     ~|     ~|M4.5IIIa              |  45|   0
1797|V* SS Peg                          |Mi*|22 33 58.3317443 +24 33 53.975848      |     ~|11.43 |10.61 |     ~|     ~|M6.5e:                |  50|   0
1798|V* W Peg                           |Mi*|23 19 50.5023227655 +26 16 43.669314548|     ~|10.69 | 7.60 |     ~|     ~|M6.5-7.5e             | 109|   0
1799|V* Z Peg                           |Mi*|00 00 06.5625372293 +25 53 11.250438320|     ~|10.13 | 7.30 |     ~|     ~|M7-8e                 |  99|   0
1800|V* T And                           |Mi*|00 22 23.1495596347 +26 59 45.736759823|     ~|10.33 | 7.70 |     ~|     ~|M5.5-7.5e             |  62|   0
1801|V* TU And                          |Mi*|00 32 22.7276413005 +26 01 45.907587455|     ~|11.18 |10.22 |     ~|     ~|M6e                   |  68|   0
1802|V* PY And                          |a2*|00 36 20.0996444535 +27 15 17.136218970|     ~| 6.412| 6.501|     ~|     ~|B8.5IIIpHgMn          |  72|   0
1803|V* FT Psc                          |BY*|00 50 33.2510237725 +24 49 00.181271056|14.821|13.779|12.151|10.963| 9.422|M4.0V                 |  39|   1
1804|G 69-62                            |PM*|01 16 39.3585465924 +25 19 53.321095300|12.739|11.447|10.068| 9.219| 8.433|M0V                   |  41|   0
1805|* kap Ari                          |SB*|02 06 33.9249723484 +22 38 53.947593963|     ~| 5.154| 5.019|     ~|     ~|A2m                   |  80|   0
1806|LP 353-51                          |PM*|02 23 26.6461704778 +22 44 06.761714117|     ~|13.28 |11.250|10.697|     ~|M1V                   |  41|   0
1807|BD+19 381                          |PM*|02 35 53.3068796400 +20 13 11.583339035|13.32 |12.138|10.628| 9.611| 8.403|M3V                   |  53|   0
1808|V* BU Ari                          |Or*|02 56 07.9958235242 +20 03 24.205215669|     ~|15.14 |14.15 |14.50 |     ~|M1:IIIe               |  53|   1
1809|V* BV Ari                          |Or*|02 56 08.424288 +20 03 38.57004        |     ~|16.93 |15.42 |14.37 |     ~|M3Ve                  |  38|   0
1810|* 2 Peg                            |*  |21 29 56.8954513 +23 38 19.817036      |     ~| 6.088| 4.509|     ~|     ~|M1+III                | 101|   0
1811|LP 397-34                          |BY*|21 32 22.045488 +24 33 41.77800        |     ~|14.26 |12.63 |12.28 |     ~|M4.0Ve                |  30|   0
1812|* bet Peg                          |LP*|23 03 46.45746 +28 04 58.0336          | 6.05 | 4.09 | 2.42 | 0.92 |-0.40 |M2.5II-III            | 579|   0
1813|G 130-3                            |Er*|23 42 52.7467758132 +30 49 21.753167675|     ~|16.13 |     ~|14.121|     ~|M5V                   |  33|   0
1814|* 79 Peg                           |PM*|23 49 39.3946855562 +28 50 32.598826403| 6.270| 6.140| 5.960|     ~|     ~|A2m                   |  55|   0
1815|HD 434                             |SB*|00 09 00.1604784232 +28 14 51.142829419|     ~| 6.70 | 6.47 |     ~|     ~|A4Vm                  |  37|   0
1816|* alf And                          |a2*|00 08 23.25988 +29 05 25.5520          | 1.48 | 1.95 | 2.06 | 2.09 | 2.19 |B8IV-VHgMn            | 446|   0
1817|Ross 680                           |PM*|00 17 20.3240422380 +29 10 58.813385841|     ~|13.04 |     ~|11.014|     ~|M0V                   |  43|   0
1818|G 130-68                           |Er*|00 24 34.8793559161 +30 02 29.526845281|     ~|16.21 |     ~|14.313|     ~|M5V                   |  45|   0
1819|V* SW And                          |RR*|00 23 43.0897765461 +29 24 03.632673465| 9.53 | 9.34 | 9.15 |     ~|     ~|A7IIImF0              | 236|   0
1820|G 69-47                            |SB*|01 05 37.6463008842 +28 29 33.590183314|     ~|16.69 |     ~|13.7  |     ~|M5.42                 |  55|   0
1821|Ross 324                           |PM*|01 17 50.6281199196 +28 40 13.776679258|     ~|12.9  |     ~|11.065|     ~|M0V                   |  30|   0
1822|BD+27 273                          |PM*|01 43 15.9729751865 +27 50 31.587482908|     ~|11.89 |10.368| 9.951| 8.55 |M1V                   |  42|   0
1823|G 35-40                            |Er*|02 19 02.3273637468 +23 52 54.971418963|     ~|15.4  |     ~|13.786|     ~|M3.6V                 |  34|   0
1824|V* R Ari                           |Mi*|02 16 07.1127857884 +25 03 23.680112387|     ~|10.06 | 7.40 |     ~|     ~|M3-6e                 | 103|   0
1825|G 36-24                            |Er*|02 33 37.1754062192 +24 55 37.693026824|     ~|14.66 |     ~|12.730|     ~|M3.5Ve                |  70|   0
1826|HD 15385                           |Pe*|02 29 13.6821613895 +23 28 08.489526244| 6.480| 6.350| 6.190|     ~|     ~|kA7IVmF2III/IVSr      |  54|   0
